movie_id,title,movie_rating,release_date,run_time,meta_score,imdb_rating,box_office,director,writer,actor,Drama,Adventure,Action,Comedy,Horror,Biography,Crime,Fantasy,Family,Sci-Fi,Animation,Romance,Music,Western,Thriller,History,Mystery,Sport,Musical,Documentary,Short
1162,A Month in the Country,PG,1987-12-04,96.0,0.0,6.9,0.0,Pat O'Connor,Simon Gray,Colin Firth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1163,Outrageous Fortune,R,1987-01-30,99.0,0.0,6.2,52864741.0,Arthur Hiller,Leslie Dixon,Shelley Long,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1164,Like Father Like Son,PG-13,1987-10-02,100.0,0.0,5.2,34377585.0,Rod Daniel,Lorne Cameron,Dudley Moore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1165,Steel Dawn,R,1988-03-31,100.0,0.0,5.1,562187.0,Lance Hool,Doug Lefler,Patrick Swayze,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1166,Tin Men,R,1987-03-13,112.0,0.0,6.6,25411386.0,Barry Levinson,Barry Levinson,Richard Dreyfuss,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1167,The Big Town,R,1987-09-25,109.0,0.0,5.9,1733017.0,Ben Bolt,Clark Howard,Matt Dillon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1168,Light of Day,PG-13,1987-02-06,107.0,0.0,5.6,10489617.0,Paul Schrader,Paul Schrader,Michael J. Fox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1169,Prison,R,1987-12-08,102.0,0.0,5.8,345704.0,Renny Harlin,Irwin Yablans,Lane Smith,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1170,Wish You Were Here,R,1987-07-24,88.0,0.0,6.8,3283832.0,David Leland,David Leland,Emily Lloyd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1171,Gandahar,PG,1989-09-20,78.0,0.0,7.1,370698.0,René Laloux,René Laloux,Glenn Close,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1172,Street Smart,R,1987-03-20,97.0,0.0,6.4,1119112.0,Jerry Schatzberg,David Freeman,Christopher Reeve,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1173,The Curse,R,1988-09-14,92.0,0.0,5.1,1930001.0,David Keith,David Chaskin,Wil Wheaton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1174,The House on Carroll Street,PG,1987-01-01,101.0,0.0,6.1,459824.0,Peter Yates,Walter Bernstein,Kelly McGillis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1175,The Whales of August,Not Rated,1987-08-19,90.0,0.0,7.3,1338198.0,Lindsay Anderson,David Berry,Bette Davis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1176,Prick Up Your Ears,R,1987-05-08,105.0,0.0,7.3,1672927.0,Stephen Frears,John Lahr,Gary Oldman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1177,The Principal,R,1987-09-18,109.0,0.0,6.3,19734940.0,Christopher Cain,Frank Deese,Jim Belushi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1178,American Ninja 2: The Confrontation,R,1987-05-01,90.0,0.0,4.9,4000000.0,Sam Firstenberg,Avi Kleinberger,Michael Dudikoff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1179,Housekeeping,PG,1988-02-05,116.0,0.0,7.2,1083282.0,Bill Forsyth,Marilynne Robinson,Christine Lahti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1180,A Prayer for the Dying,R,1987-09-11,107.0,0.0,6.3,1432687.0,Mike Hodges,Jack Higgins,Mickey Rourke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1181,Slam Dance,R,1987-10-02,92.0,0.0,5.3,406881.0,Wayne Wang,Don Keith Opper,Tom Hulce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1182,Rampage,R,1992-10-30,97.0,0.0,6.2,796368.0,William Friedkin,William P. Wood,Michael Biehn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1183,The Sicilian,R,1987-10-23,115.0,0.0,5.4,5406879.0,Michael Cimino,Mario Puzo,Christopher Lambert,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1184,"Silent Night, Deadly Night Part 2",R,1987-04-10,88.0,0.0,3.8,0.0,Lee Harry,Michael Hickey,Eric Freeman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1185,Creepozoids,R,1987-10-02,72.0,0.0,4.0,0.0,David DeCoteau,Dave Eisenstark,Linnea Quigley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1186,The Outing,R,1987-11-21,87.0,0.0,5.1,1083395.0,Tom Daley,Warren Chaney,Deborah Winters,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1187,Nightflyers,R,1988-04-07,89.0,0.0,4.3,1149470.0,Robert Collector,George R.R. Martin,Catherine Mary Stewart,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1188,Fatal Beauty,R,1987-10-30,104.0,0.0,5.4,12046526.0,Tom Holland,Bill Svanoe,Whoopi Goldberg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1189,Siesta,R,1987-11-11,97.0,0.0,5.6,700000.0,Mary Lambert,Patrice Chaplin,Ellen Barkin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1190,Leonard Part 6,PG,1987-12-18,85.0,0.0,2.2,4615255.0,Paul Weiland,Jonathan Reynolds,Bill Cosby,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1191,Boyfriends and Girlfriends,PG,1988-07-15,103.0,0.0,7.6,824024.0,Éric Rohmer,Éric Rohmer,Emmanuelle Chaulet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1192,White Mischief,R,1988-05-06,107.0,0.0,6.3,3107551.0,Michael Radford,James Fox,Sarah Miles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1193,White of the Eye,R,1987-06-19,110.0,0.0,6.2,0.0,Donald Cammell,China Kong,David Keith,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1194,Hot Pursuit,PG-13,1987-05-08,93.0,0.0,5.8,4215849.0,Steven Lisberger,Steven Lisberger,John Cusack,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1195,Hollywood Shuffle,R,1987-03-20,78.0,0.0,7.0,5228617.0,Robert Townsend,Dom Irrera,Robert Townsend,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1196,The Dead,PG,1987-12-18,83.0,0.0,7.3,4370078.0,John Huston,James Joyce,Anjelica Huston,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1197,Gardens of Stone,R,1987-05-08,111.0,0.0,6.4,5262047.0,Francis Ford Coppola,Nicholas Proffitt,James Caan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1198,Nuts,R,1987-12-11,116.0,0.0,6.6,30950002.0,Martin Ritt,Tom Topor,Barbra Streisand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1199,Four Adventures of Reinette and Mirabelle,Not Rated,1989-07-19,99.0,0.0,7.6,22039.0,Éric Rohmer,Éric Rohmer,Joëlle Miquel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1200,Walk Like a Man,PG,1987-04-17,86.0,0.0,4.8,0.0,Melvin Frank,Robert Klane,Christopher Lloyd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1201,Cross My Heart,R,1987-11-13,90.0,0.0,5.7,1025762.0,Armyan Bernstein,Armyan Bernstein,Martin Short,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1202,Walker,R,1987-12-04,94.0,0.0,6.6,0.0,Alex Cox,Rudy Wurlitzer,Ed Harris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1203,Malone,R,1987-05-01,92.0,0.0,5.7,3060858.0,Harley Cokeliss,Christopher Frank,Burt Reynolds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1204,Making Mr. Right,PG-13,1987-04-03,98.0,0.0,5.4,1584970.0,Susan Seidelman,Floyd Byars,John Malkovich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1205,Return to Horror High,R,1987-02-20,95.0,0.0,4.3,1189709.0,Bill Froehlich,Bill Froehlich,Lori Lethin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,Straight to Hell,R,1987-06-26,86.0,0.0,5.7,210200.0,Alex Cox,Alex Cox,Sy Richardson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1207,Hello Again,PG,1987-11-06,96.0,0.0,5.3,20419446.0,Frank Perry,Susan Isaacs,Shelley Long,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1208,Promised Land,R,1988-01-22,102.0,0.0,5.7,316199.0,Michael Hoffman,Michael Hoffman,Jason Gedrick,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1209,Dead of Winter,R,1987-02-06,100.0,0.0,6.2,2413427.0,Arthur Penn,Marc Shmuger,Mary Steenburgen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1210,"No Retreat, No Surrender 2",R,1989-01-27,92.0,0.0,5.1,0.0,Corey Yuen,Maria Elena Cellino,Loren Avedon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1211,My Demon Lover,PG-13,1987-04-24,90.0,0.0,4.6,3922273.0,Charlie Loventhal,Leslie Ray,Scott Valentine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1212,China Girl,R,1987-09-25,90.0,0.0,6.2,1262091.0,Abel Ferrara,Nicholas St. John,James Russo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1213,Five Corners,R,1988-05-01,90.0,0.0,6.2,969205.0,Tony Bill,John Patrick Shanley,Jodie Foster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1214,The Squeeze,PG-13,1987-07-10,101.0,0.0,4.7,2228951.0,Roger Young,Daniel Taplitz,Michael Keaton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1215,Nadine,PG,1987-08-07,83.0,0.0,5.5,5669831.0,Robert Benton,Robert Benton,Jeff Bridges,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1216,Personal Services,R,1987-05-15,105.0,0.0,6.4,1744164.0,Terry Jones,David Leland,Julie Walters,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1217,Cyclone,R,1987-06-05,89.0,0.0,4.5,0.0,Fred Olen Ray,Paul Garson,Heather Thomas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1218,Three for the Road,PG,1987-07-24,88.0,0.0,5.3,1539000.0,Bill Norton,Richard Martini,Charlie Sheen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1219,Little Dorrit,G,1988-10-21,357.0,0.0,7.3,1025228.0,Christine Edzard,Charles Dickens,Derek Jacobi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1220,The Year My Voice Broke,PG-13,1987-10-17,103.0,0.0,7.4,213901.0,John Duigan,John Duigan,Noah Taylor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1221,The Belly of an Architect,R,1987-10-16,119.0,0.0,7.0,0.0,Peter Greenaway,Peter Greenaway,Brian Dennehy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1222,Pass the Ammo,R,1988-03-04,93.0,0.0,6.1,169785.0,David Beaird,Joel Cohen,Bill Paxton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1223,In the Mood,PG-13,1987-09-16,98.0,0.0,6.2,999382.0,Phil Alden Robinson,Robert Kosberg,Patrick Dempsey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1224,Surrender,PG,1987-10-09,105.0,0.0,5.4,5711976.0,Jerry Belson,Jerry Belson,Sally Field,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1225,Intervista,,1992-11-06,105.0,0.0,7.0,138608.0,Federico Fellini,Federico Fellini,Sergio Rubini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1226,Square Dance,PG-13,1988-01-09,112.0,0.0,5.9,225358.0,Daniel Petrie,Alan Hines,Jason Robards,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1227,Shy People,R,1988-03-11,118.0,0.0,6.7,0.0,Andrey Konchalovskiy,Andrey Konchalovskiy,Jill Clayburgh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1228,A Man in Love,R,1987-09-01,125.0,0.0,5.9,949451.0,Diane Kurys,Diane Kurys,Peter Coyote,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1229,Disorderlies,PG,1987-08-14,86.0,0.0,5.0,10348437.0,Michael Schultz,Mark Feldberg,Darren Robinson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1230,Anguish,R,1988-01-08,89.0,0.0,6.7,0.0,Bigas Luna,Bigas Luna,Zelda Rubinstein,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1231,September,PG,1987-12-18,83.0,0.0,6.5,486434.0,Woody Allen,Woody Allen,Elaine Stritch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1232,Oci ciornie,,1987-11-06,118.0,0.0,7.4,2201428.0,Nikita Mikhalkov,Aleksandr Adabashyan,Marcello Mastroianni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1233,Burglar,R,1987-03-20,103.0,0.0,5.2,16337355.0,Hugh Wilson,Lawrence Block,Whoopi Goldberg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1234,The Kindred,R,1987-01-30,91.0,0.0,5.6,2407024.0,Stephen Carpenter,Stephen Carpenter,Rod Steiger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1235,Julia and Julia,R,1988-02-05,98.0,0.0,5.6,901364.0,Peter Del Monte,Peter Del Monte,Kathleen Turner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1236,Russkies,PG,1987-11-06,99.0,0.0,5.6,2189047.0,Rick Rosenthal,Sheldon Lettich,Whip Hubley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1237,"Sister, Sister",R,1988-02-09,91.0,0.0,5.4,743445.0,Bill Condon,Bill Condon,Eric Stoltz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1238,From the Hip,PG,1987-02-06,111.0,0.0,6.2,9518342.0,Bob Clark,Bob Clark,Judd Nelson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1239,Death Before Dishonor,R,1987-02-20,91.0,0.0,4.9,4546244.0,Terry Leonard,John Gatliff,Fred Dryer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1240,Cold Steel,R,1988-04-09,91.0,0.0,4.5,285885.0,Dorothy Ann Puzo,Lisa M. Hansen,Brad Davis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1241,Million Dollar Mystery,PG,1987-06-12,95.0,0.0,5.1,989033.0,Richard Fleischer,Tim Metcalfe,Eddie Deezen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1242,The Glass Menagerie,PG,1987-05-27,134.0,0.0,7.1,895904.0,Paul Newman,Tennessee Williams,Joanne Woodward,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1243,Anna,PG-13,1987-11-28,100.0,0.0,6.5,1236848.0,Yurek Bogayevicz,Yurek Bogayevicz,Sally Kirkland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1244,Die Hard,R,1988-07-20,132.0,0.0,8.2,141603197.0,John McTiernan,Roderick Thorp,Bruce Willis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1245,Midnight Run,R,1988-07-20,126.0,0.0,7.5,81613606.0,Martin Brest,George Gallo,Robert De Niro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1246,Beetlejuice,PG,1988-03-30,92.0,0.0,7.5,74270074.0,Tim Burton,Michael McDowell,Alec Baldwin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1247,Big,PG,1988-06-03,104.0,0.0,7.3,151927281.0,Penny Marshall,Gary Ross,Tom Hanks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1248,Rain Man,R,1988-12-16,133.0,0.0,8.0,354825435.0,Barry Levinson,Barry Morrow,Dustin Hoffman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1249,Running on Empty,PG-13,1988-09-09,116.0,0.0,7.7,2847941.0,Sidney Lumet,Naomi Foner,River Phoenix,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1250,They Live,R,1988-11-04,94.0,0.0,7.3,13008928.0,John Carpenter,Ray Nelson,Roddy Piper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1251,Willow,PG,1988-05-20,126.0,0.0,7.3,57269863.0,Ron Howard,George Lucas,Val Kilmer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1252,Crocodile Dundee II,PG,1988-05-25,108.0,0.0,5.6,239606210.0,John Cornell,Paul Hogan,Paul Hogan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1253,Heathers,R,1989-03-31,103.0,0.0,7.2,1163969.0,Michael Lehmann,Daniel Waters,Winona Ryder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1254,Coming to America,R,1988-06-29,117.0,0.0,7.1,288752301.0,John Landis,Eddie Murphy,Eddie Murphy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1255,Who Framed Roger Rabbit,PG,1988-06-22,104.0,0.0,7.7,329803958.0,Robert Zemeckis,Gary K. Wolf,Bob Hoskins,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1256,Mystic Pizza,R,1988-10-21,104.0,0.0,6.3,12793213.0,Donald Petrie,Amy Holden Jones,Annabeth Gish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1257,Akira,R,1988-07-16,124.0,0.0,8.0,2562351.0,Katsuhiro Ôtomo,Katsuhiro Ôtomo,Mitsuo Iwata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1258,Cinema Paradiso,PG,1990-02-23,155.0,0.0,8.5,13019063.0,Giuseppe Tornatore,Giuseppe Tornatore,Philippe Noiret,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1259,Mississippi Burning,R,1989-01-27,128.0,0.0,7.8,34603943.0,Alan Parker,Chris Gerolmo,Gene Hackman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1260,Child's Play,R,1988-11-09,87.0,0.0,6.6,44196684.0,Tom Holland,Don Mancini,Catherine Hicks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1261,Twins,PG,1988-12-09,107.0,0.0,6.1,216614388.0,Ivan Reitman,William Davies,Arnold Schwarzenegger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1262,The Naked Gun: from the Files of Police Squad!,PG-13,1988-12-02,85.0,0.0,7.6,78756177.0,David Zucker,Jerry Zucker,Leslie Nielsen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1263,The Great Outdoors,PG,1988-06-17,91.0,0.0,6.6,43455230.0,Howard Deutch,John Hughes,Dan Aykroyd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1264,Cocktail,R,1988-07-29,104.0,0.0,5.9,171504781.0,Roger Donaldson,Heywood Gould,Tom Cruise,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1265,My Neighbor Totoro,G,1990-07-13,86.0,0.0,8.2,30550920.0,Hayao Miyazaki,Hayao Miyazaki,Hitoshi Takagi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1266,Young Guns,R,1988-08-12,107.0,0.0,6.9,45661556.0,Christopher Cain,John Fusco,Emilio Estevez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1267,A Fish Called Wanda,R,1988-07-29,108.0,0.0,7.5,62493712.0,Charles Crichton,John Cleese,John Cleese,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1268,Working Girl,R,1988-12-21,113.0,0.0,6.8,102953112.0,Mike Nichols,Kevin Wade,Melanie Griffith,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1269,Bloodsport,R,1988-04-29,92.0,0.0,6.8,11806119.0,Newt Arnold,Sheldon Lettich,Jean-Claude Van Damme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1270,The Last Temptation of Christ,R,1988-08-12,164.0,0.0,7.5,8865702.0,Martin Scorsese,Nikos Kazantzakis,Willem Dafoe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1271,Married to the Mob,R,1988-08-19,104.0,0.0,6.2,21486757.0,Jonathan Demme,Barry Strugatz,Michelle Pfeiffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1272,The Land Before Time,G,1988-11-18,69.0,0.0,7.4,84460846.0,Don Bluth,Stu Krieger,Pat Hingle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1273,Rambo III,R,1988-05-25,102.0,0.0,5.8,189015611.0,Peter MacDonald,David Morrell,Sylvester Stallone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1274,The Accused,R,1988-10-14,111.0,0.0,7.2,32078318.0,Jonathan Kaplan,Tom Topor,Kelly McGillis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1275,Dangerous Liaisons,R,1989-02-24,119.0,0.0,7.6,34670720.0,Stephen Frears,Christopher Hampton,Glenn Close,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1276,Earth Girls Are Easy,PG,1989-05-12,100.0,0.0,5.4,3916303.0,Julien Temple,Julie Brown,Geena Davis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1277,Hairspray,PG,1988-02-26,92.0,0.0,7.0,6673032.0,John Waters,John Waters,Sonny Bono,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1278,Dead Ringers,R,1988-09-23,116.0,0.0,7.3,8038508.0,David Cronenberg,David Cronenberg,Jeremy Irons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1279,Bull Durham,R,1988-06-15,108.0,0.0,7.1,50888729.0,Ron Shelton,Ron Shelton,Kevin Costner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1280,The Big Blue,PG,1988-08-19,168.0,0.0,7.6,3975244.0,Luc Besson,Luc Besson,Jean-Marc Barr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1281,The Unbearable Lightness of Being,R,1988-02-05,171.0,0.0,7.3,10006806.0,Philip Kaufman,Milan Kundera,Daniel Day-Lewis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1282,The Blob,R,1988-08-05,95.0,0.0,6.5,8247943.0,Chuck Russell,Theodore Simonson,Shawnee Smith,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1283,Oliver & Company,G,1988-11-18,74.0,0.0,6.7,74151346.0,George Scribner,Jim Cox,Joey Lawrence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1284,Two Moon Junction,R,1988-04-29,104.0,0.0,5.1,1547397.0,Zalman King,Zalman King,Sherilyn Fenn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1285,Beaches,PG-13,1989-01-13,123.0,0.0,6.9,57041866.0,Garry Marshall,Iris Rainer,Bette Midler,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1286,Red Heat,R,1988-06-17,104.0,0.0,6.1,34994648.0,Walter Hill,Walter Hill,Arnold Schwarzenegger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1287,A Nightmare on Elm Street 4: The Dream Master,R,1988-08-19,93.0,0.0,5.7,49369899.0,Renny Harlin,Wes Craven,Robert Englund,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1288,The Accidental Tourist,PG,1989-01-06,121.0,0.0,6.8,32632093.0,Lawrence Kasdan,Anne Tyler,William Hurt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1289,The Adventures of Baron Munchausen,PG,1989-03-10,126.0,0.0,7.2,8083123.0,Terry Gilliam,Charles McKeown,John Neville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1290,Killer Klowns from Outer Space,PG-13,1988-05-27,88.0,0.0,6.2,0.0,Stephen Chiodo,Charles Chiodo,Grant Cramer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1291,Halloween 4: The Return of Michael Myers,R,1988-10-21,88.0,0.0,5.9,17768757.0,Dwight H. Little,Dhani Lipsius,Donald Pleasence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1292,Elvira: Mistress of the Dark,PG-13,1988-09-30,96.0,0.0,6.6,5596267.0,James Signorelli,Sam Egan,Cassandra Peterson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
